month,cpi,oil_nominal,gas_nominal,diesel_nominal
March 2010,2.1730500000,76.7700000000,2.7716000000,2.9148000000
April 2010,2.1737600000,80.0300000000,2.8482500000,3.0590000000
May 2010,2.1729900000,71.1500000000,2.8362000000,3.0688000000
June 2010,2.1728500000,71.9100000000,2.7315000000,2.9477500000
July 2010,2.1767700000,73.2700000000,2.7287500000,2.9112500000
August 2010,2.1801200000,73.5200000000,2.7298000000,2.9586000000
September 2010,2.1828100000,73.1500000000,2.7050000000,2.9462500000
October 2010,2.1902400000,76.9000000000,2.8005000000,3.0515000000
November 2010,2.1954400000,79.9200000000,2.8590000000,3.1400000000
December 2010,2.2043700000,85.5900000000,2.9930000000,3.2425000000
January 2011,2.2108200000,87.6100000000,3.0948000000,3.3878000000
February 2011,2.2181600000,91.4200000000,3.2110000000,3.5840000000
March 2011,2.2295500000,102.4300000000,3.5612500000,3.9045000000
April 2011,2.2405600000,113.0200000000,3.7995000000,4.0642500000
May 2011,2.2491800000,107.9800000000,3.9062000000,4.0468000000
June 2011,2.2499000000,105.3800000000,3.6800000000,3.9330000000
July 2011,2.2555300000,105.9400000000,3.6502500000,3.9052500000
August 2011,2.2614900000,99.0000000000,3.6394000000,3.8598000000
September 2011,2.2667400000,101.0500000000,3.6112500000,3.8372500000
October 2011,2.2676100000,101.9900000000,3.4480000000,3.7976000000
November 2011,2.2713600000,107.6700000000,3.3837500000,3.9620000000
December 2011,2.2709300000,106.5200000000,3.2657500000,3.8610000000
January 2012,2.2766600000,105.2500000000,3.3800000000,3.8326000000
February 2012,2.2813800000,108.0800000000,3.5792500000,3.9525000000
March 2012,2.2873200000,111.0000000000,3.8517500000,4.1265000000
April 2012,2.2918400000,108.5400000000,3.9004000000,4.1150000000
May 2012,2.2888400000,103.2600000000,3.7322500000,3.9785000000
June 2012,2.2882500000,92.1800000000,3.5387500000,3.7585000000
July 2012,2.2877900000,92.9900000000,3.4392000000,3.7210000000
August 2012,2.2995200000,97.0400000000,3.7215000000,3.9825000000
September 2012,2.3108600000,101.8200000000,3.8485000000,4.1200000000
October 2012,2.3165200000,100.9200000000,3.7456000000,4.0938000000
November 2012,2.3119000000,98.0700000000,3.4517500000,4.0000000000
December 2012,2.3109900000,93.7000000000,3.3104000000,3.9608000000
January 2013,2.3132100000,97.9100000000,3.3185000000,3.9085000000
February 2013,2.3259900000,99.2300000000,3.6700000000,4.1105000000
March 2013,2.3207500000,99.1100000000,3.7112500000,4.0677500000
April 2013,2.3170700000,96.4500000000,3.5702000000,3.9300000000
May 2013,2.3212400000,98.5000000000,3.6147500000,3.8702500000
June 2013,2.3286000000,97.1700000000,3.6260000000,3.8492500000
July 2013,2.3325200000,101.5600000000,3.5910000000,3.8660000000
August 2013,2.3343300000,104.1600000000,3.5737500000,3.9045000000
September 2013,2.3374300000,103.4900000000,3.5324000000,3.9608000000
October 2013,2.3378200000,97.8400000000,3.3437500000,3.8847500000
November 2013,2.3403300000,90.3600000000,3.2427500000,3.8387500000
December 2013,2.3459400000,90.5700000000,3.2764000000,3.8818000000
January 2014,2.3493300000,89.6300000000,3.3125000000,3.8932500000
February 2014,2.3516900000,96.0400000000,3.3562500000,3.9835000000
March 2014,2.3564000000,97.0400000000,3.5332000000,4.0006000000
April 2014,2.3625400000,97.3000000000,3.6607500000,3.9642500000
May 2014,2.3708300000,98.4400000000,3.6727500000,3.9427500000
June 2014,2.3769300000,99.9900000000,3.6916000000,3.9062000000
July 2014,2.3790900000,96.4500000000,3.6112500000,3.8835000000
August 2014,2.3742800000,93.0360000000,3.4865000000,3.8380000000
September 2014,2.3822560741,89.7100000000,3.4062000000,3.7924000000
October 2014,2.3857960000,87.5000000000,3.3063290000,3.7079870000
November 2014,2.3892460000,87.5000000000,3.2364920000,3.6610050000
December 2014,2.3927380000,87.5000000000,3.1355360000,3.6755600000
January 2015,2.3965460000,88.5000000000,3.1633110000,3.7042920000
February 2015,2.3999180000,89.5000000000,3.2569220000,3.7428870000
March 2015,2.4031280000,89.5000000000,3.3738550000,3.7798880000
April 2015,2.4058970000,90.5000000000,3.4708960000,3.8288410000
May 2015,2.4089920000,90.5000000000,3.5319720000,3.8334940000
June 2015,2.4121340000,92.5000000000,3.5427610000,3.8369180000
July 2015,2.4153450000,94.5000000000,3.5075540000,3.8160420000
August 2015,2.4185640000,93.5000000000,3.4667570000,3.7982140000
September 2015,2.4218140000,92.5000000000,3.4309240000,3.7961790000
October 2015,2.4251140000,90.5000000000,3.3419360000,3.8083870000
November 2015,2.4284100000,90.5000000000,3.2547430000,3.7993110000
December 2015,2.4317210000,90.5000000000,3.1693070000,3.7820760000
